"X","Y","Z","GpsTime"
577556.732,5395678.722,1546.490,127079242.913
577392.661,5395538.141,1129.230,127079243.027
577644.279,5395680.171,1162.360,127079243.197
577592.880,5395667.320,1667.600,127079243.597
577511.741,5395557.138,1183.190,127079243.894
577765.168,5395688.021,1209.460,127079244.270
577559.982,5395536.458,1551.950,127079245.172
577682.870,5395573.939,1564.480,127079245.755
577507.561,5395432.900,1233.640,127079245.838
577579.559,5395342.527,1455.780,127079248.241
577780.427,5395467.060,1690.090,127079248.455
577845.600,5395400.033,1590.500,127079249.992
577861.527,5395384.087,1585.740,127079250.398
577810.543,5395305.957,1702.430,127079251.334
577889.181,5395283.848,1329.860,127079251.908
577889.110,5395165.157,1935.800,127079254.678
577964.172,5395169.871,1698.900,127079254.981
577821.883,5394949.727,1444.550,127079256.751
577926.807,5395019.219,1567.620,127079256.831
577926.377,5394928.319,1430.390,127079258.111
578020.182,5395008.257,1793.200,127079258.259
577949.088,5394941.409,1816.000,127079258.680
578032.997,5394976.118,1897.390,127079259.046
578045.363,5394917.898,1449.030,127079259.471
578065.299,5394954.592,1759.020,127079259.506
578194.408,5394879.410,1397.860,127079261.454
578221.140,5394829.279,1629.750,127079262.830
578191.800,5394803.769,1714.800,127079263.091
578052.377,5394657.921,1307.600,127079263.629
578199.397,5394657.589,1786.920,127079265.633
578306.883,5394671.968,1750.930,127079266.330
578242.370,5394638.558,1876.660,127079266.458
578309.301,5394646.050,1565.490,127079266.523
578243.288,5394613.028,1624.350,127079266.533
578400.170,5394655.961,1534.480,127079267.137
578322.047,5394522.903,1129.170,127079268.078
578280.049,5394524.617,1875.010,127079268.663
578396.309,5394562.779,1630.870,127079268.786
578352.157,5394498.083,1678.400,127079269.508
578386.603,5394358.829,1598.350,127079271.954
578487.607,5394373.787,1678.900,127079272.760
578314.693,5394140.752,908.320,127079273.915
578678.051,5394241.969,1624.940,127079276.508
578616.498,5394011.609,870.380,127079278.637
578681.689,5394096.601,1560.980,127079278.783
578857.060,5394124.648,948.440,127079279.198
578680.648,5394086.942,1842.870,127079279.270
578832.930,5393993.608,1709.160,127079281.977
578910.929,5393883.660,854.140,127079283.546
578723.960,5393610.923,778.740,127079285.877
578856.721,5393609.061,750.740,127079287.083
579019.472,5393732.777,1647.730,127079287.657
579005.272,5393719.919,1601.510,127079287.672
578732.529,5393486.950,807.450,127079287.860
579242.988,5393732.368,827.210,127079288.849
578871.320,5393361.539,818.390,127079290.995
579367.969,5393610.498,805.940,127079291.887
579141.652,5393501.578,1660.140,127079292.218
578911.897,5393263.553,851.370,127079292.884
579217.158,5393468.339,1416.490,127079293.166
579221.178,5393457.161,1647.990,127079293.569
579378.890,5393483.019,761.860,127079293.760
579217.870,5393382.309,1537.620,127079294.499
579504.581,5393478.679,788.580,127079294.810
579122.542,5393222.422,753.320,127079295.284
579515.848,5393229.001,754.460,127079298.682
579119.709,5392965.479,730.630,127079299.088
579255.457,5392957.879,717.140,127079300.253
579522.050,5392700.077,735.980,127079306.377
579926.361,5392829.580,701.690,127079308.099
579642.289,5392524.222,1526.690,127079311.134
579754.332,5392618.118,1870.590,127079311.164
579559.508,5392356.107,839.330,127079312.030
579651.971,5392323.338,925.350,127079313.628
579919.833,5392415.628,861.450,127079314.547
579798.319,5392392.857,1610.220,127079314.833
580046.967,5392454.723,802.960,127079315.070
579790.422,5392189.898,950.810,127079317.160
580049.547,5392199.528,939.510,127079319.476
580191.048,5392192.473,899.890,127079321.101
580303.991,5392188.653,884.330,127079322.264
580179.362,5392065.503,945.860,127079323.027
580035.509,5391914.308,1070.520,127079324.188
580313.552,5392061.690,920.400,127079324.425
580189.047,5391936.112,964.320,127079325.231
580498.630,5391964.263,851.630,127079327.411
580060.233,5391661.033,968.090,127079328.517
580589.009,5391812.957,858.580,127079330.893
580201.569,5391525.181,821.430,127079331.839
580325.709,5391539.519,786.840,127079332.704
580453.072,5391547.232,753.070,127079333.716
580593.351,5391573.567,1469.850,127079335.534
580582.232,5391435.173,714.930,127079336.682
580840.439,5391418.642,696.440,127079339.398
580968.042,5391392.429,682.490,127079341.010
580597.078,5390921.420,837.360,127079344.963
581113.021,5391166.249,753.720,127079345.938
580726.041,5390887.870,900.440,127079346.851
580877.562,5390777.702,851.540,127079349.967
581119.140,5390644.429,773.180,127079354.238
581384.807,5390387.711,753.380,127079360.552
581646.592,5390391.258,750.870,127079362.954
581266.039,5390081.337,883.830,127079364.445
581392.689,5390124.937,807.550,127079364.852
581261.942,5389998.107,850.070,127079365.661
581660.209,5390005.570,797.770,127079369.239
581786.390,5389870.451,857.350,127079372.655
581645.952,5389612.391,883.000,127079375.367
581902.790,5389542.372,1828.130,127079380.632
581962.087,5389565.959,1855.230,127079380.853
582060.700,5389484.582,807.570,127079381.332
581925.663,5389354.612,813.800,127079382.194
582439.171,5389369.378,703.770,127079386.723
582212.910,5389035.811,1945.530,127079479.684
582061.461,5389227.132,796.060,127079481.636
581986.202,5389353.509,1735.830,127079486.032
582052.941,5389618.490,789.290,127079486.662
581930.291,5389459.283,1914.110,127079488.474
581652.052,5390131.147,779.060,127079498.452
581397.322,5389873.148,912.070,127079498.483
581645.227,5390262.982,769.040,127079500.097
581006.480,5390136.317,851.680,127079506.183
581254.252,5390385.742,757.370,127079506.244
581124.101,5390381.460,769.290,127079507.709
580999.519,5390386.042,796.080,127079509.401
580864.498,5390270.090,819.410,127079509.525
581121.410,5390511.007,765.070,127079509.556
581117.251,5390775.228,768.900,127079513.123
581078.562,5390626.732,1783.370,127079513.745
580850.218,5390646.773,902.540,127079514.877
580725.130,5390769.369,950.650,127079518.084
580840.413,5390888.611,894.190,127079518.268
580981.643,5391163.879,752.930,127079520.197
580720.032,5390929.392,840.100,127079520.265
580856.980,5391162.419,740.060,127079521.645
580850.133,5391281.032,700.220,127079523.168
580459.653,5391026.379,759.540,127079524.858
580707.582,5391421.137,709.980,127079526.964
580334.908,5391152.528,724.760,127079527.851
580459.582,5391419.228,732.600,127079529.991
580194.969,5391410.233,769.520,127079533.326
580345.052,5391665.668,842.960,127079535.098
580056.633,5391462.970,867.120,127079535.991
580191.247,5391803.359,965.090,127079539.060
579939.588,5391738.239,1049.040,127079541.441
580042.490,5392405.512,853.490,127079548.767
579915.302,5392355.271,851.240,127079549.596
579790.852,5392465.460,810.080,127079552.418
579737.152,5392343.222,1886.800,127079553.217
579532.643,5392308.491,914.790,127079553.645
579912.658,5392704.628,741.020,127079553.831
579653.697,5392578.357,754.580,127079555.323
579129.087,5392712.982,710.050,127079563.182
579126.779,5393091.681,745.710,127079568.247
578889.343,5393072.871,833.550,127079570.905
579165.430,5393172.910,1938.310,127079570.943
579119.979,5393352.650,752.390,127079571.705
578957.430,5393306.002,852.490,127079573.209
579120.411,5393484.809,741.870,127079573.381
578988.037,5393480.103,752.340,127079574.993
578985.830,5393609.169,762.790,127079576.735
578607.131,5393497.877,841.660,127079580.193
578795.300,5393918.420,1532.520,127079584.618
578724.169,5393983.953,835.150,127079585.025
578686.689,5393890.440,1689.330,127079585.891
578646.583,5393978.033,1463.750,127079587.106
578331.817,5393858.908,800.200,127079588.117
578631.791,5393966.361,1955.000,127079588.125
578458.753,5393982.398,831.100,127079588.227
578583.140,5394114.707,1708.610,127079590.222
578518.577,5394111.839,1915.160,127079591.402
578537.770,5394254.118,1572.830,127079592.379
578321.039,5394254.101,947.770,127079593.820
578395.529,5394308.590,1644.200,127079595.030
578321.602,5394374.302,984.150,127079595.506
578370.931,5394407.357,1755.910,127079596.883
578193.312,5394360.370,1023.520,127079596.945
578316.812,5394476.423,1590.600,127079598.128
578188.130,5394509.249,1157.350,127079599.261
578293.810,5394632.380,1212.860,127079599.744
578058.370,5394508.003,1154.810,127079600.854
578117.570,5394507.278,1593.790,127079600.994
578245.930,5394710.351,1246.950,127079601.478
578064.579,5394601.963,1239.820,127079602.188
578179.991,5394781.161,1318.000,127079603.305
578107.103,5394693.071,1658.360,127079603.739
577915.638,5394595.839,1231.370,127079603.897
577930.683,5394759.711,1376.870,127079606.195
577897.751,5394796.080,1444.880,127079607.234
577934.280,5394891.933,1474.020,127079608.124
577928.872,5395051.452,1706.690,127079610.757
577912.353,5395156.107,1338.710,127079611.571
577705.267,5394998.251,1444.600,127079612.253
577834.700,5395132.323,1705.030,127079612.965
577662.618,5395152.302,1385.730,127079614.676
577655.487,5395287.318,1350.500,127079616.443
577547.887,5395272.859,1334.880,127079617.558
577704.361,5395399.630,1616.420,127079617.878
577465.538,5395323.018,1246.490,127079619.042
577611.512,5395406.122,1660.060,127079619.211
577400.660,5395287.487,1280.370,127079619.461
577399.021,5395307.099,1237.700,127079619.661
577474.787,5395453.102,1534.720,127079621.241
577479.978,5395452.502,1749.440,127079621.663
577421.711,5395422.757,1725.650,127079621.951
577518.149,5395670.729,1144.980,127079622.679
577485.107,5395552.038,1743.730,127079622.893
577521.471,5395792.907,1079.510,127079624.124
577459.969,5395643.069,1649.060,127079624.199
577504.200,5395827.788,1049.260,127079624.728
577125.422,5395530.407,1115.690,127079625.654
577383.467,5395937.192,976.520,127079627.275
577253.257,5395802.130,1632.030,127079628.750
577120.990,5396054.122,909.370,127079631.776
577151.171,5396064.521,1841.340,127079634.103
577117.988,5396321.509,941.980,127079635.541
576930.251,5396373.671,1049.390,127079639.132
577040.893,5396515.922,1049.320,127079639.621
576852.122,5396445.401,1142.810,127079641.431
576859.793,5396375.598,1920.260,127079642.312
576602.983,5396295.822,1200.590,127079642.844
576660.929,5396386.832,1244.510,127079643.383
576812.930,5396428.621,1870.560,127079643.505
576595.588,5396443.400,1345.670,127079645.214
576722.341,5396689.058,1377.030,127079646.966
576591.819,5396832.972,1415.300,127079650.655
576478.552,5396724.900,1440.210,127079650.663
576461.157,5396831.630,1568.510,127079652.625
576322.423,5396836.850,1388.430,127079653.979
576456.713,5396964.160,1360.680,127079653.993
576456.851,5397092.169,1335.950,127079655.636
576201.812,5396941.489,1332.750,127079656.873
576319.262,5396993.321,1839.720,127079657.141
576178.203,5397013.857,1246.730,127079657.894
576168.170,5397093.761,1225.240,127079658.992
576286.557,5397137.670,1816.600,127079659.352
576221.059,5397221.680,1251.390,127079660.105
576222.513,5397207.080,1848.910,127079661.119
576064.441,5397475.770,1096.840,127079664.928
576197.289,5397606.360,1121.720,127079665.057
575958.820,5397562.423,1129.540,127079667.446
576041.258,5397871.509,1003.150,127079670.237
575967.428,5397667.428,1967.900,127079670.453
575875.868,5397744.138,1923.150,127079672.483
575722.681,5397744.971,1051.530,127079672.611
575918.748,5397990.107,941.080,127079673.285
575762.243,5397864.397,1965.330,127079675.531
575661.038,5397990.463,944.820,127079676.356
575769.641,5398114.789,819.730,127079676.408
575657.613,5398036.208,851.130,127079676.839
575623.229,5398057.891,852.720,127079677.521
575696.080,5397989.112,1831.250,127079677.692
575394.757,5397863.770,815.400,127079677.722
575656.189,5398131.899,778.560,127079677.950
575385.097,5397992.029,804.720,127079679.406
575597.849,5398033.128,1963.490,127079679.712
575770.337,5398388.779,795.540,127079679.882
575402.113,5398123.923,766.370,127079680.719
575657.947,5398383.921,749.230,127079681.068
575385.890,5398381.540,721.810,127079684.086
575339.089,5398376.200,1961.030,127079687.408
575333.392,5398495.258,1907.260,127079688.953
575251.307,5398635.090,708.260,127079689.190
575085.713,5398519.962,857.030,127079690.227
575175.781,5398619.618,1945.590,127079692.797
574993.971,5398643.398,939.230,127079693.962
575174.168,5398821.100,1568.950,127079694.968
575166.963,5398813.059,1727.650,127079695.184
575263.307,5399033.711,639.590,127079695.185
575130.101,5398784.078,1947.570,127079695.605
575247.487,5399137.431,666.340,127079696.213
575006.020,5398930.193,1794.240,127079698.749
574957.598,5399019.160,860.610,127079698.803
575006.277,5398980.062,1751.450,127079699.310
575152.858,5399304.162,654.050,127079699.724
574955.929,5398942.432,1948.110,127079699.803
574868.502,5399021.941,959.770,127079700.037
575103.320,5399378.921,665.780,127079701.247
574948.100,5399067.002,1953.780,127079701.538
574866.600,5399028.838,1777.600,127079701.675
574926.227,5399304.169,852.600,127079702.749
575045.987,5399445.369,654.100,127079702.769
574889.101,5399127.038,1922.070,127079702.984
574987.447,5399414.612,750.560,127079703.221
574929.632,5399407.141,851.760,127079703.963
574832.352,5399269.523,1566.260,127079704.797
574969.762,5399536.281,715.360,127079704.871
574732.473,5399415.012,983.050,127079706.650
574740.933,5399342.317,1915.940,127079707.606
574631.671,5399417.383,1665.640,127079709.351
574722.441,5399672.923,932.690,127079709.980
574580.352,5399487.623,1745.730,127079711.109
574466.928,5399539.288,932.090,127079711.255
574744.011,5399811.613,780.720,127079711.261
574283.883,5399471.408,851.710,127079712.385
574469.003,5399647.039,892.300,127079712.649
574533.702,5399720.730,851.730,127079712.784
574357.700,5399627.357,858.630,127079713.674
574446.128,5399694.941,1917.120,127079716.006
574292.103,5399928.360,1785.050,127079720.821
574168.511,5400026.621,1882.380,127079723.952
574207.787,5400169.749,1581.450,127079724.688
574100.229,5400249.630,1613.180,127079727.165
574078.288,5400197.792,1920.350,127079727.459
574011.382,5400323.582,1629.890,127079729.320
573907.339,5400429.343,1930.750,127079732.757
573666.801,5400435.873,525.860,127079732.786
573678.743,5400485.869,1542.520,127079859.324
573542.103,5400307.201,538.150,127079860.148
573793.752,5400440.198,524.100,127079860.294
573805.272,5400435.958,1980.270,127079861.905
573798.940,5400309.598,550.900,127079862.729
573833.178,5400324.957,1960.700,127079863.984
573901.338,5400316.558,1942.290,127079864.706
573901.780,5400201.973,1948.370,127079866.541
574460.257,5400042.608,702.400,127079872.093
574080.641,5399944.532,1956.600,127079872.274
574138.529,5399932.628,1966.120,127079873.071
574182.733,5399814.992,1951.950,127079875.362
574309.582,5399707.051,1955.900,127079878.341
574410.529,5399603.323,851.490,127079879.797
574388.843,5399641.772,1719.670,127079879.890
574486.299,5399651.681,1528.990,127079880.448
574368.232,5399542.508,1729.550,127079881.258
574448.742,5399405.248,1944.900,127079884.238
574562.022,5399363.590,1530.670,127079885.121
574571.233,5399397.578,1949.210,127079885.508
574843.411,5399416.783,932.920,127079885.915
574570.707,5399330.861,1614.130,127079885.967
574695.002,5399371.381,1608.690,127079886.514
574677.688,5399302.550,1500.550,127079887.486
574714.123,5399270.428,1077.890,127079887.803
574644.651,5399274.060,1714.790,127079887.960
574631.629,5399281.210,1926.300,127079888.009
574919.330,5399278.549,832.350,127079889.216
574993.081,5399287.808,755.260,127079889.672
574736.493,5399180.983,1754.930,127079890.373
574943.738,5399146.618,887.660,127079891.659
575005.511,5399159.623,774.910,127079891.905
574798.358,5399028.262,1050.680,127079892.380
574759.791,5398894.279,1011.900,127079894.065
574986.098,5399020.431,1476.930,127079894.911
574863.098,5398934.512,1669.530,127079895.368
574714.119,5398770.869,1108.510,127079895.677
574895.010,5398951.873,1960.900,127079895.855
575249.642,5399017.351,685.950,127079896.291
574772.839,5398751.602,1036.000,127079896.434
575129.162,5398893.489,750.460,127079897.162
574969.919,5398751.910,894.180,127079898.101
574971.668,5398792.053,1466.970,127079898.356
575125.339,5398768.252,746.480,127079899.036
575014.441,5398732.858,1915.470,127079900.447
575387.942,5398770.198,616.900,127079901.025
574877.738,5398485.430,979.960,127079901.702
575376.378,5398647.640,678.500,127079902.802
575139.132,5398371.652,793.610,127079905.550
575278.949,5398465.261,1632.580,127079906.775
575142.633,5398248.003,788.490,127079907.643
575235.659,5398365.279,1926.280,127079908.663
575294.259,5398260.011,1954.570,127079911.052
575426.132,5398095.709,1960.390,127079915.009
575285.751,5397873.748,844.860,127079915.299
575478.370,5398018.350,1945.370,127079916.754
575312.340,5397769.392,848.190,127079917.138
575660.829,5397864.503,966.770,127079919.197
575567.779,5397914.659,1940.180,127079919.295
575585.361,5397795.558,1760.390,127079921.096
575729.549,5397795.113,1562.730,127079922.196
575701.249,5397740.400,1821.380,127079923.277
575548.639,5397492.467,1009.100,127079924.447
576038.543,5397605.549,1027.760,127079927.314
576075.977,5397595.101,1089.400,127079927.987
576033.129,5397486.882,1037.790,127079929.170
576188.900,5397479.252,1146.620,127079930.722
575801.223,5397228.342,1022.140,127079931.105
576061.592,5397341.902,1131.720,127079931.896
576049.978,5397366.603,1942.300,127079932.808
575949.760,5397204.077,1105.060,127079933.155
576059.677,5397219.080,1155.860,127079933.975
576095.798,5397220.367,1960.750,127079935.630
576283.219,5397246.001,1246.950,127079936.134
576221.358,5397106.383,1274.390,127079937.672
576176.771,5397123.079,1946.250,127079937.966
576072.831,5396929.980,1280.830,127079939.019
576330.029,5397084.379,1317.020,127079939.165
576218.750,5396996.401,1940.040,127079940.368
576299.451,5396931.623,1949.820,127079942.191
576360.453,5396849.050,1920.280,127079944.071
576488.089,5396811.078,1749.560,127079945.535
576495.999,5396711.789,1943.830,127079947.605
576559.848,5396700.358,1750.530,127079948.043
576463.210,5396572.031,1543.960,127079949.028
576548.120,5396645.039,1844.070,127079949.031
576583.297,5396615.538,1457.810,127079949.230
576528.090,5396559.289,1442.070,127079949.633
576579.462,5396603.092,1867.200,127079950.070
576530.348,5396499.871,1445.970,127079950.691
576724.437,5396500.157,1630.010,127079952.778
576794.728,5396481.338,1248.740,127079953.142
576590.649,5396350.117,1286.620,127079953.443
576643.808,5396382.328,1902.090,127079954.375
576726.162,5396317.071,1139.200,127079955.040
576745.048,5396390.157,1919.230,127079955.225
576602.951,5396181.529,1151.880,127079956.094
576714.807,5396192.429,1096.200,127079956.933
576775.860,5396151.089,1049.320,127079958.144
576846.010,5396214.251,1765.170,127079958.853
576750.660,5396045.767,1020.920,127079959.533
576860.671,5396171.731,1907.320,127079959.904
576865.773,5396052.629,975.850,127079960.494
576842.920,5396109.898,1805.360,127079960.584
576686.291,5395940.922,1049.360,127079960.643
576901.298,5396106.132,1903.550,127079961.355
576991.557,5396061.122,936.730,127079961.490
576865.798,5395796.610,957.880,127079964.483
577124.403,5395927.080,948.820,127079964.853
577119.531,5395773.290,1063.140,127079967.585
577408.022,5395870.101,1055.720,127079968.691
577391.091,5395826.813,1040.780,127079969.174
577366.853,5395794.272,1092.110,127079969.581
576974.047,5395538.662,1049.010,127079969.994
577262.821,5395625.060,1955.970,127079972.857
577260.921,5395541.769,1118.470,127079972.859
577389.331,5395394.300,1337.850,127079976.896
577284.550,5395259.760,1269.030,127079978.033
577465.733,5395414.738,1959.660,127079978.334
577651.781,5395033.109,1409.730,127079985.613
577676.790,5395006.241,1675.650,127079986.764
577792.761,5395039.492,1408.710,127079986.937
577778.948,5395041.653,1650.090,127079987.171
577795.221,5395010.880,1535.550,127079987.653
577917.903,5395037.280,1381.820,127079988.222
577691.977,5394894.359,1445.090,127079988.403
577781.823,5394886.310,1500.600,127079989.511
577786.141,5394645.872,1318.610,127079993.215
577994.331,5394768.868,1566.910,127079993.607
577817.891,5394595.049,1246.950,127079994.273
577922.693,5394655.749,1295.550,127079994.337
577796.971,5394496.970,1179.420,127079995.586
578148.622,5394647.778,1272.020,127079996.696
578039.552,5394521.492,1949.740,127079998.808
578067.291,5394352.400,1023.990,127080000.388
578193.263,5394408.478,1070.200,127080000.768
578247.178,5394473.389,1668.680,127080001.203
578213.899,5394364.659,1575.690,127080002.468
578317.990,5394238.073,1966.410,127080006.154
578207.277,5394025.292,858.820,127080006.968
578191.842,5393990.368,808.980,127080007.350
578340.112,5394028.213,855.450,127080008.222
578719.582,5394129.541,932.800,127080010.394
578473.988,5394037.131,1881.100,127080010.849
578326.378,5393736.960,788.100,127080012.861
578469.829,5393736.359,771.820,127080014.245
578850.499,5393863.619,805.710,127080015.980
578470.141,5393611.931,804.010,127080016.303
578429.649,5393569.691,852.390,127080016.662
578613.127,5393718.889,1872.660,127080017.301
578982.028,5393794.822,856.290,127080018.426
578979.308,5393736.682,795.180,127080019.277
578598.643,5393345.603,950.120,127080021.985
578727.642,5393338.978,927.930,127080023.307
579258.213,5393356.103,735.040,127080027.694
579401.230,5393099.413,722.760,127080032.987
579121.173,5392834.429,710.310,127080034.449
579260.099,5392329.669,803.780,127080043.888
579515.008,5392448.312,793.200,127080044.417
579784.450,5392580.418,752.840,127080044.795
579778.101,5392348.611,1632.010,127080049.511
579533.520,5392070.062,1023.300,127080050.871
579531.431,5392047.558,1063.720,127080051.246
580046.469,5392310.140,889.120,127080051.671
579703.951,5392126.990,1531.570,127080052.226
579685.228,5392059.769,1066.750,127080052.496
579835.468,5391983.523,1049.160,127080055.088
579913.922,5392010.741,1051.300,127080055.411
579795.032,5391923.219,1100.520,127080055.711
579922.759,5391924.718,1088.930,127080056.914
580065.812,5391944.279,1016.690,127080057.833
580043.721,5391811.068,1069.710,127080059.769
579899.663,5391685.240,1078.710,127080060.457
579832.129,5391630.699,1049.090,127080060.625
580040.792,5391537.602,911.080,127080063.910
580445.298,5391700.659,853.510,127080065.026
580283.412,5391563.291,859.150,127080065.729
580328.821,5391416.262,749.890,127080068.346
580331.002,5391022.803,750.940,127080074.828
580853.097,5391033.729,760.100,127080079.816
580862.262,5390923.258,822.200,127080081.791
580594.631,5390767.370,951.840,127080081.932
580989.139,5390908.240,785.630,127080083.191
580941.748,5390881.442,853.280,127080083.307
580994.830,5390772.782,801.740,127080085.589
580883.913,5390635.701,849.090,127080086.961
580924.753,5390563.101,851.890,127080088.524
580731.053,5390382.501,912.790,127080089.705
580853.877,5390379.141,868.580,127080090.868
581251.482,5390514.641,760.820,127080092.320
581383.158,5390518.453,752.820,127080093.499
581086.788,5390366.197,1483.620,127080094.345
580868.150,5390124.383,851.200,127080095.315
581254.968,5390131.737,825.060,127080098.866
581364.363,5390078.439,854.200,127080100.795
581453.458,5390027.078,1651.690,127080103.824
581475.017,5390036.950,1611.890,127080103.825
581506.931,5389962.481,855.760,127080104.239
581495.481,5389772.409,1675.850,127080108.313
581896.049,5389746.570,865.710,127080111.636
581922.939,5389746.679,810.260,127080111.821
581804.862,5389540.998,1629.520,127080114.984
581832.488,5389494.219,1660.800,127080116.015
581792.341,5389411.042,1568.570,127080116.778
581781.932,5389221.388,895.480,127080118.705
582320.657,5389233.561,711.370,127080123.423
581904.367,5389439.567,852.440,127080237.488
581415.039,5389232.980,1042.610,127080240.537
581532.022,5389478.088,945.580,127080241.699
581664.610,5389622.532,838.980,127080241.743
581633.090,5389737.110,856.240,127080243.036
581254.528,5389434.542,1053.040,127080244.131
581395.310,5389734.822,918.070,127080245.892
581263.050,5389734.373,946.000,127080247.883
581257.047,5389711.597,1106.020,127080248.183
581261.728,5389866.059,922.710,127080249.668
581258.587,5389986.712,889.600,127080251.409
581137.367,5389985.072,893.810,127080253.299
581257.033,5390258.878,781.380,127080255.620
581103.447,5390239.237,856.690,127080257.461
580754.228,5390014.729,851.730,127080258.523
580996.653,5390512.307,790.100,127080262.550
580723.502,5390264.289,885.020,127080262.697
580964.192,5390757.182,852.020,127080266.340
580727.618,5390638.578,950.320,127080267.525
580462.819,5390638.599,971.130,127080270.694
580722.903,5391034.410,773.460,127080272.265
580446.281,5390882.828,884.670,127080273.671
580718.430,5391161.970,749.440,127080273.736
580457.747,5390913.262,824.780,127080273.809
580587.020,5391158.157,745.560,127080275.189
580208.299,5390874.089,860.940,127080276.273
580068.581,5391399.731,797.060,127080284.419
579865.938,5391363.103,851.640,127080286.462
580075.402,5391801.449,1031.440,127080289.942
579784.761,5391674.069,1108.300,127080291.835
579918.271,5391799.468,1101.400,127080291.899
580053.560,5392063.701,955.320,127080293.560
579924.037,5391950.622,1043.340,127080293.689
579787.727,5392072.362,1004.030,127080296.790
579651.569,5392061.612,1021.410,127080298.323
579465.822,5392000.089,1052.600,127080299.877
579397.221,5392055.188,973.590,127080301.122
579592.820,5392381.902,851.590,127080302.767
579500.637,5392400.168,855.490,127080304.100
579239.768,5392180.162,831.550,127080304.239
579524.567,5392580.292,761.670,127080305.951
579132.360,5392312.760,777.970,127080307.309
579260.688,5392566.241,728.670,127080308.723
579506.172,5392815.879,702.770,127080308.857
579253.431,5392699.418,723.740,127080310.344
579004.560,5392558.220,723.740,127080311.476
579387.869,5392952.358,699.300,127080311.747
579257.458,5393079.381,729.600,127080314.911
579056.799,5392893.163,1802.650,127080318.067
578876.641,5392952.709,796.160,127080318.258
578944.549,5393125.920,852.960,127080319.954
578862.069,5393111.653,892.260,127080320.997
578993.322,5393354.037,786.430,127080322.463
578862.129,5393213.760,919.620,127080322.582
578474.438,5393236.902,1049.250,127080328.234
578596.892,5393613.731,777.020,127080331.438
578590.819,5393735.329,771.560,127080333.219
578720.329,5393862.689,794.710,127080333.549
578335.287,5393571.887,870.060,127080334.051
578460.339,5393858.560,793.110,127080336.419
578605.018,5394065.591,851.720,127080337.571
578320.629,5393888.840,1860.350,127080340.256
578326.308,5394078.801,851.730,127080341.129
578072.067,5394087.052,851.520,127080344.332
578194.389,5394248.399,966.980,127080344.776
578342.057,5394416.499,1052.380,127080345.021
577957.507,5394069.882,851.730,127080345.289
578056.232,5394247.722,965.590,127080346.297
578070.288,5394354.623,1940.490,127080348.550
577801.310,5394238.882,973.910,127080348.733
577933.469,5394347.270,1045.910,127080348.779
577667.187,5394387.612,1100.990,127080352.112
577810.323,5394795.632,1478.700,127080356.025
577765.789,5394697.638,2040.700,127080356.066
577692.389,5394778.653,1465.940,127080357.069
577575.090,5394760.241,1444.830,127080358.097
577645.509,5394899.273,1418.260,127080358.991
577517.081,5394985.069,1948.160,127080362.269
577484.791,5395231.360,1959.960,127080365.690
577520.988,5395381.150,1291.050,127080365.866
577448.997,5395213.070,1987.610,127080365.957
577385.580,5395192.317,1731.470,127080366.001
577273.250,5395310.361,1216.050,127080367.782
577347.369,5395323.397,1797.260,127080368.194
577163.531,5395432.223,1636.530,127080371.435
577256.062,5395541.867,1954.580,127080372.359
577145.643,5395539.919,2003.600,127080373.735
576921.017,5395537.638,1050.960,127080374.142
577083.529,5395703.491,1049.300,127080374.242
576863.549,5395535.763,1023.610,127080374.655
577004.329,5395576.598,1586.130,127080374.850
576941.849,5395572.491,1429.710,127080375.153
577092.807,5395684.421,1952.370,127080376.056
576995.728,5395798.201,951.160,127080376.072
576855.662,5395675.769,998.720,127080376.370
576996.879,5395925.209,930.900,127080377.526
576744.900,5395793.333,994.220,127080379.125
576749.457,5395922.622,1007.450,127080380.787
576993.588,5396186.147,969.750,127080380.999
576659.873,5395890.667,1048.860,127080381.571
576932.289,5395962.500,1988.060,127080381.687
576843.798,5396327.011,1090.630,127080385.003
576739.867,5396072.790,2022.790,127080385.629
576493.519,5396140.707,1228.840,127080387.480
576737.363,5396434.999,1194.430,127080388.158
576662.952,5396290.091,2025.570,127080389.447
576423.003,5396325.702,1447.020,127080391.465
576481.441,5396432.670,1382.850,127080391.907
576592.231,5396560.923,1369.490,127080392.191
576549.311,5396512.768,1762.780,127080393.106
576315.778,5396440.343,1413.390,127080393.918
576342.233,5396575.351,1500.750,127080395.625
576459.047,5396678.609,1483.170,127080395.647
576205.823,5396556.910,1380.310,127080396.645
576334.382,5396687.941,1497.550,127080397.249
576231.257,5396681.069,1451.780,127080398.314
576361.960,5396735.462,1816.440,127080398.413
576318.881,5396766.398,1465.820,127080398.442
576068.578,5396695.932,1354.970,127080400.302
576330.693,5396956.051,1323.880,127080400.471
576068.731,5396821.048,1336.140,127080401.965
575914.983,5396840.412,1246.740,127080403.953
576189.769,5397235.427,1213.430,127080405.539
575949.770,5397093.071,1837.320,127080408.085
575799.123,5397199.923,1054.980,127080409.364
575668.129,5397099.930,1042.630,127080409.678
575796.407,5397475.052,982.070,127080412.863
575795.829,5397603.303,981.270,127080414.396
575532.922,5397459.940,1057.600,127080415.910
575499.321,5397751.992,850.410,127080419.463
575539.608,5397866.472,940.070,127080420.910
575597.351,5397799.099,2045.770,127080422.203
575421.239,5397877.480,858.320,127080422.357
575489.973,5397772.012,1938.010,127080422.862
575522.111,5398063.721,852.080,127080423.804
